
"Data da Carga da Base";"Exercício Financeiro (Lan-Ef)";"Ação (código)";"Ação (nome)";"Plano Orçamentário (código)";"Plano Orçamentário (nome)";"Grupo de Despesa (código)";"Grupo de Despesa (nome)";"Resultado Lei (código)";"Resultado Lei (nome)";"Modalidade de Aplicação (código)";"Modalidade de Aplicação (nome)";"Fonte (código)";"Fonte (nome)";"Valor dotação inicial";"Valor dotação atualizada";"Valor Total Empenhado";"Valor Liquidado";"Valor Pago"
"04/06/22";"2013";"0181";"APOSENTADORIAS E PENSOES CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"69";"CONTR.PATRONAL PARA O PLANO SEG.SOC.SERV.PUB.";"217416553,00";"217416553,00";"217416553,00";"217416553,00";"217416553,00"
"04/06/22";"2013";"0284";"AMORTIZACAO E ENCARGOS DE FINANCIAMENTO DA DIVIDA CONTRATUAL";" -";" -";"2";"JUROS E ENCARGOS DA DIVIDA";"0";"FINANCEIRO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"213948,00";"213948,00";"0,00";"0,00";"0,00"
"04/06/22";"2013";"0284";"AMORTIZACAO E ENCARGOS DE FINANCIAMENTO DA DIVIDA CONTRATUAL";" -";" -";"2";"JUROS E ENCARGOS DA DIVIDA";"0";"FINANCEIRO";"90";"APLICACOES DIRETAS";"44";"TITULOS DE RESPONSAB.DO TN-OUTRAS APLICACOES";"0,00";"192052,00";"124985,90";"124985,90";"124985,90"
"04/06/22";"2013";"0284";"AMORTIZACAO E ENCARGOS DE FINANCIAMENTO DA DIVIDA CONTRATUAL";" -";" -";"6";"AMORTIZACAO/REFINANCIAMENTO DA DIVIDA";"0";"FINANCEIRO";"90";"APLICACOES DIRETAS";"43";"TITULOS DE RESP.DO TN-REFINANC.DIV.PUB.FED.";"0,00";"1624000,00";"359462,20";"359462,20";"359462,20"
"04/06/22";"2013";"0397";"APOSENTADORIAS E PENSOES DO EXTINTO INSTITUTO DE PREVIDENCIA";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"22200000,00";"22200000,00";"21141765,07";"21141765,07";"21141765,07"
"04/06/22";"2013";"09HB";"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"0";"FINANCEIRO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"214754752,00";"224876512,00";"205506048,21";"205349216,48";"205349216,48"
"04/06/22";"2013";"0C04";"PROVIMENTO DE CARGOS E FUNCOES E REESTRUTURACAO DE CARGOS, C";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"32631752,00";"32631752,00";"0,00";"0,00";"0,00"
"04/06/22";"2013";"1I29";"INTERLEGIS II - IMPLEMENTACAO DO LEGISLATIVO ELETRONICO (E-L";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"5080000,00";"480000,00";"400000,00";"400000,00";"400000,00"
"04/06/22";"2013";"1I29";"INTERLEGIS II - IMPLEMENTACAO DO LEGISLATIVO ELETRONICO (E-L";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"48";"OPERACOES DE CREDITO EXTERNAS-EM MOEDA";"0,00";"4600000,00";"4600000,00";"2453541,29";"2453541,29"
"04/06/22";"2013";"1I29";"INTERLEGIS II - IMPLEMENTACAO DO LEGISLATIVO ELETRONICO (E-L";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"3876898,00";"2000000,00";"89121,22";"89121,22";"89121,22"
"04/06/22";"2013";"1I29";"INTERLEGIS II - IMPLEMENTACAO DO LEGISLATIVO ELETRONICO (E-L";" -";" -";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"48";"OPERACOES DE CREDITO EXTERNAS-EM MOEDA";"0,00";"2876898,00";"0,00";"0,00";"0,00"
"04/06/22";"2013";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"103152051,98";"115152051,98";"115152051,98";"110427177,61";"110197769,51"
"04/06/22";"2013";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"108868,02";"108868,02";"108868,02";"108868,02";"108868,02"
"04/06/22";"2013";"2010";"ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DOS SERVIDORES CIVIS";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"5609628,00";"6559628,00";"6456268,69";"6456268,69";"6456268,69"
"04/06/22";"2013";"2011";"AUXILIO-TRANSPORTE AOS SERVIDORES CIVIS, EMPREGADOS E MILITA";"0001";"AUXILIO-TRANSPORTE - CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"1326000,00";"1326000,00";"58373,18";"58373,18";"58373,18"
"04/06/22";"2013";"2012";"AUXILIO-ALIMENTACAO AOS SERVIDORES CIVIS, EMPREGADOS E MILIT";"0001";"AUXILIO-ALIMENTACAO - CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"57387432,00";"56437432,00";"55249041,09";"55249041,09";"55249041,09"
"04/06/22";"2013";"20TP";"ATIVOS CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"1382662608,10";"1364340848,10";"1336519587,54";"1334928158,53";"1334927105,53"
"04/06/22";"2013";"20TP";"ATIVOS CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"55838900,90";"55838900,90";"55838900,90";"55838900,90";"55838900,90"
"04/06/22";"2013";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";"0002";"RADIO E TV";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"44306247,39";"44306247,39";"39246930,74";"34763295,02";"34729795,02"
"04/06/22";"2013";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";"0002";"RADIO E TV";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"3244390,61";"3244390,61";"1359120,97";"1264305,79";"1264305,79"
"04/06/22";"2013";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";"0002";"RADIO E TV";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"8400000,00";"15400000,00";"4787199,55";"3381352,58";"3380313,88"
"04/06/22";"2013";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";" @";"VALOR NAO DETALHADO (REABERTURA DE CREDITO)";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"0,00";"54847,00";"54847,00";"54847,00";"54847,00"
"04/06/22";"2013";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"4021,22";"4021,22";"3718,91";"3718,91";"3718,91"
"04/06/22";"2013";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"295698739,90";"302698739,90";"213215443,70";"185071748,95";"184054604,15"
"04/06/22";"2013";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"5959553,00";"5959553,00";"0,00";"0,00";"0,00"
"04/06/22";"2013";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"1118969,88";"1118969,88";"471194,72";"243455,36";"243455,36"
"04/06/22";"2013";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"16021665,00";"14029304,00";"2635367,62";"2194964,17";"2152659,96"
"04/06/22";"2013";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0002";"CAPACITACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"2211245,78";"2211245,78";"1247528,54";"1216280,08";"1216280,08"
"04/06/22";"2013";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0002";"CAPACITACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"69132,22";"69132,22";"11269,72";"10590,40";"10590,40"
"04/06/22";"2013";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0003";"TREINAMENTO E CAPACITACAO POR ENSINO A DISTANCIA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"1140189,00";"1140189,00";"0,00";"0,00";"0,00"
"04/06/22";"2013";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0004";"GESTAO DO SISTEMA DE INFORMATICA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"34902367,21";"34902367,21";"15862620,46";"13924849,10";"13918508,81"
"04/06/22";"2013";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0004";"GESTAO DO SISTEMA DE INFORMATICA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"1669,79";"1669,79";"73,66";"73,66";"73,66"
"04/06/22";"2013";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0004";"GESTAO DO SISTEMA DE INFORMATICA";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"13040379,00";"26294198,00";"14115993,03";"2806812,27";"2806812,27"
"04/06/22";"2013";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0005";"REDE DE INTEGRACAO E PARTICIPACAO LEGISLATIVA - INTERLEGIS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"2765805,00";"2765805,00";"2176070,40";"1417360,51";"1416130,51"
"04/06/22";"2013";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0006";"PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"23682527,00";"23682527,00";"15200971,67";"13699197,65";"13695636,00"
"04/06/22";"2013";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0006";"PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"14000,00";"14000,00";"4000,00";"2000,00";"2000,00"
"04/06/22";"2013";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0006";"PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"5708800,00";"5708800,00";"522214,84";"522214,84";"521994,24"
"04/06/22";"2013";"7122";"CONSTRUCAO DO ANEXO III";" -";" -";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"2000000,00";"2000000,00";"0,00";"0,00";"0,00"

